year,city,crime_major_category,crime_detail,latitude,longitude,occurance_time,clear_status,incident_address,notes
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/12/13 11:43:00,No Data,No Data,District: Southwest
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/12/01 01:03:00,No Data,No Data,District: Northwest
2015,Raleigh,Miscellaneous,Family Offenses/Nonviolent (eg: neglect),0.0,0.0,2015/08/11 01:13:00,No Data,No Data,District: Downtown
2017,Raleigh,Miscellaneous,Miscellaneous/Lost Property,0.0,0.0,2017/09/05 23:39:00,No Data,No Data,District: North
2017,Raleigh,Miscellaneous,Miscellaneous/Lost Property,0.0,0.0,2017/03/08 13:19:00,No Data,No Data,District: North
2017,Raleigh,Miscellaneous,Miscellaneous/Deceased Person,0.0,0.0,2017/09/18 12:46:00,No Data,No Data,District: Northeast
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/07/25 06:54:00,No Data,No Data,District: North
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/02/27 00:24:00,No Data,No Data,District: Southeast
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/07/16 01:34:00,No Data,No Data,District: North
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/02/27 20:33:00,No Data,No Data,District: Southeast
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/09/04 16:38:00,No Data,No Data,District: Downtown
2015,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2015/03/09 05:56:00,No Data,No Data,District: Northwest
2016,Raleigh,Miscellaneous,Miscellaneous/Found Property,0.0,0.0,2016/09/26 14:37:00,No Data,No Data,District: Downtown
2017,Raleigh,Miscellaneous,Family Offenses/Nonviolent (eg: neglect),0.0,0.0,2017/01/13 16:30:00,No Data,No Data,District: Southeast
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/04/09 21:23:00,No Data,No Data,District: Southwest
2016,Raleigh,Miscellaneous,Miscellaneous/Found Property,0.0,0.0,2016/11/17 21:58:00,No Data,No Data,District: Southwest
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/04/11 22:48:00,No Data,No Data,District: North
2018,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2018/02/04 08:15:00,No Data,No Data,District: Downtown
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/01/02 16:02:00,No Data,No Data,District: Southeast
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/07/25 03:28:00,No Data,No Data,District: Northeast
2015,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2015/10/30 12:23:00,No Data,No Data,District: North
2015,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2015/03/02 13:29:00,No Data,No Data,District: North
2017,Raleigh,Miscellaneous,Miscellaneous/Missing Person (18 & over),0.0,0.0,2017/07/28 20:17:00,No Data,No Data,District: Southwest
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/06/12 00:24:00,No Data,No Data,District: Northwest
2015,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2015/06/26 14:49:00,No Data,No Data,District: Southeast
2015,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2015/02/27 14:56:00,No Data,No Data,District: Southwest
2016,Raleigh,Miscellaneous,Miscellaneous/Mental Commitment,0.0,0.0,2016/05/23 22:15:00,No Data,No Data,District: North
2015,Raleigh,Miscellaneous,Miscellaneous/Found Property,0.0,0.0,2015/03/17 11:56:00,No Data,No Data,District: Southeast
2017,Raleigh,Miscellaneous,Miscellaneous/Found Property,0.0,0.0,2017/02/03 20:59:00,No Data,No Data,District: Downtown
2015,Raleigh,Miscellaneous,Miscellaneous/Deceased Person,0.0,0.0,2015/10/08 12:46:00,No Data,No Data,District: Southwest
2016,Raleigh,Miscellaneous,Miscellaneous/Mental Commitment,0.0,0.0,2016/09/10 20:29:00,No Data,No Data,District: Southeast
2016,Raleigh,Miscellaneous,Miscellaneous/Mental Commitment,0.0,0.0,2016/12/30 22:30:00,No Data,No Data,District: Southeast
2017,Raleigh,Sexual Offenses,Sex Offense/Forcible Rape,0.0,0.0,2017/09/16 19:06:00,No Data,No Data,District: Downtown
2015,Raleigh,Miscellaneous,Miscellaneous/Injured Person,0.0,0.0,2015/02/28 13:55:00,No Data,No Data,District: Southeast
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/07/23 05:44:00,No Data,No Data,District: Northeast
2015,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2015/08/28 05:25:00,No Data,No Data,District: Downtown
2017,Raleigh,Miscellaneous,Miscellaneous/Deceased Person,0.0,0.0,2017/03/12 22:53:00,No Data,No Data,District: Northwest
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/10/02 16:22:00,No Data,No Data,District: North
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/11/01 23:26:00,No Data,No Data,District: North
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/01/14 00:47:00,No Data,No Data,District: Southwest
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/03/22 07:16:00,No Data,No Data,District: Downtown
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/07/08 20:40:00,No Data,No Data,District: Northwest
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/11/19 05:46:00,No Data,No Data,District: Downtown
2017,Raleigh,Sexual Offenses,Sex Offense/Forcible Sodomy,0.0,0.0,2017/11/27 22:18:00,No Data,No Data,District: North
2016,Raleigh,Sexual Offenses,Sex Offense/Forcible Rape,0.0,0.0,2016/12/16 23:31:00,No Data,No Data,District: Northwest
2015,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2015/07/18 09:54:00,No Data,No Data,District: Northwest
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/04/14 00:06:00,No Data,No Data,District: North
2015,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2015/04/15 02:43:00,No Data,No Data,District: North
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/07/21 01:34:00,No Data,No Data,District: Downtown
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/08/09 05:04:00,No Data,No Data,District: North
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/10/19 15:46:00,No Data,No Data,District: Northwest
2015,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2015/05/25 02:48:00,No Data,No Data,District: Northwest
2015,Raleigh,Miscellaneous,Miscellaneous/Found Property,0.0,0.0,2015/09/18 12:06:00,No Data,No Data,District: Southeast
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/10/21 17:05:00,No Data,No Data,District: North
2015,Raleigh,Miscellaneous,Miscellaneous/Lost Property,0.0,0.0,2015/05/12 12:38:00,No Data,No Data,District: North
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/12/02 21:03:00,No Data,No Data,District: Northeast
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/02/25 08:02:00,No Data,No Data,District: Southwest
2015,Raleigh,Miscellaneous,Miscellaneous/Found Property,0.0,0.0,2015/07/01 13:37:00,No Data,No Data,District: Southwest
2016,Raleigh,Miscellaneous,Miscellaneous/Mental Commitment,0.0,0.0,2016/09/28 12:18:00,No Data,No Data,District: Northwest
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/05/27 22:43:00,No Data,No Data,District: Southwest
2017,Raleigh,Miscellaneous,Miscellaneous/Overdose,0.0,0.0,2017/07/20 00:46:00,No Data,No Data,District: Downtown
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/11/26 10:52:00,No Data,No Data,District: Northwest
2015,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2015/12/09 01:03:00,No Data,No Data,District: North
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/04/09 20:52:00,No Data,No Data,District: Northeast
2017,Raleigh,Miscellaneous,Miscellaneous/Overdose,0.0,0.0,2017/12/03 09:40:00,No Data,No Data,District: Southeast
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/05/28 20:13:00,No Data,No Data,District: Southwest
2017,Raleigh,Miscellaneous,Miscellaneous/Lost Property,0.0,0.0,2017/12/07 16:52:00,No Data,No Data,District: Southeast
2015,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2015/06/09 04:19:00,No Data,No Data,District: Downtown
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/04/01 01:00:00,No Data,No Data,District: North
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/06/28 01:26:00,No Data,No Data,District: Downtown
2016,Raleigh,Miscellaneous,Family Offenses/Nonviolent (eg: neglect),0.0,0.0,2016/01/29 03:14:00,No Data,No Data,District: Southwest
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/05/21 08:31:00,No Data,No Data,District: Downtown
2015,Raleigh,Miscellaneous,Miscellaneous/Deceased Person,0.0,0.0,2015/10/18 05:56:00,No Data,No Data,District: Southeast
2017,Raleigh,Miscellaneous,Miscellaneous/Found Property,0.0,0.0,2017/12/04 11:52:00,No Data,No Data,District: Southwest
2016,Raleigh,Miscellaneous,Miscellaneous/Found Property,0.0,0.0,2016/03/17 00:54:00,No Data,No Data,District: Downtown
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/01/21 05:57:00,No Data,No Data,District: Southeast
2015,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2015/01/18 06:49:00,No Data,No Data,District: Northeast
2018,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2018/02/28 00:19:00,No Data,No Data,District: Northwest
2015,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2015/01/15 02:14:00,No Data,No Data,District: Southwest
2015,Raleigh,Miscellaneous,Miscellaneous/Suicide,0.0,0.0,2015/07/01 06:54:00,No Data,No Data,District: Northeast
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/04/16 21:06:00,No Data,No Data,District: Downtown
2018,Raleigh,Miscellaneous,Miscellaneous/Deceased Person,0.0,0.0,2018/02/14 21:09:00,No Data,No Data,District: Northwest
2016,Raleigh,Miscellaneous,Miscellaneous/Missing Person (18 & over),0.0,0.0,2016/08/05 17:08:00,No Data,No Data,District: Northeast
2017,Raleigh,Miscellaneous,Miscellaneous/Found Property,0.0,0.0,2017/01/23 22:01:00,No Data,No Data,District: Northeast
2015,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2015/06/09 16:43:00,No Data,No Data,District: North
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/01/13 05:29:00,No Data,No Data,District: Southwest
2017,Raleigh,Miscellaneous,Miscellaneous/Lost Property,0.0,0.0,2017/04/07 14:51:00,No Data,No Data,District: Downtown
2015,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2015/01/01 09:00:00,No Data,No Data,District: North
2015,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2015/07/10 19:10:00,No Data,No Data,District: North
2017,Raleigh,Miscellaneous,Miscellaneous/Lost Property,0.0,0.0,2017/04/21 14:18:00,No Data,No Data,District: Northwest
2018,Raleigh,Miscellaneous,Miscellaneous/Lost Property,0.0,0.0,2018/01/02 16:12:00,No Data,No Data,District: North
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/08/26 12:30:00,No Data,No Data,District: Southwest
2016,Raleigh,Miscellaneous,Miscellaneous/Missing Person (18 & over),0.0,0.0,2016/08/11 12:28:00,No Data,No Data,District: Northeast
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/02/07 02:43:00,No Data,No Data,District: Southeast
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/08/10 19:50:00,No Data,No Data,District: Northwest
2017,Raleigh,Miscellaneous,Miscellaneous/Suicide,0.0,0.0,2017/09/04 03:42:00,No Data,No Data,District: North
2015,Raleigh,Miscellaneous,Miscellaneous/Found Property,0.0,0.0,2015/07/22 19:40:00,No Data,No Data,District: North
2016,Raleigh,Miscellaneous,Miscellaneous/Lost Property,0.0,0.0,2016/04/05 13:18:00,No Data,No Data,District: Downtown
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/04/04 19:50:00,No Data,No Data,District: Northeast
2015,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2015/06/18 20:38:00,No Data,No Data,District: Northeast
2015,Raleigh,Miscellaneous,Miscellaneous/Mental Commitment,0.0,0.0,2015/12/23 05:12:00,No Data,No Data,District: Southeast
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/08/18 13:45:00,No Data,No Data,District: Downtown
2015,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2015/04/29 19:18:00,No Data,No Data,District: Southwest
2017,Raleigh,Miscellaneous,Miscellaneous/Mental Commitment,0.0,0.0,2017/04/19 01:38:00,No Data,No Data,District: Southwest
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/06/24 14:05:00,No Data,No Data,District: Northwest
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/03/23 20:45:00,No Data,No Data,District: North
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/06/13 05:52:00,No Data,No Data,District: Southeast
2015,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2015/10/23 10:38:00,No Data,No Data,District: Downtown
2016,Raleigh,Miscellaneous,Miscellaneous/Mental Commitment,0.0,0.0,2016/01/17 02:13:00,No Data,No Data,District: Southwest
2016,Raleigh,Miscellaneous,Miscellaneous/Mental Commitment,0.0,0.0,2016/05/27 17:22:00,No Data,No Data,District: Southeast
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/04/23 17:47:00,No Data,No Data,District: Southeast
2015,Raleigh,Miscellaneous,Miscellaneous/Deceased Person,0.0,0.0,2015/04/19 23:34:00,No Data,No Data,District: Northeast
2015,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2015/10/23 02:34:00,No Data,No Data,District: Downtown
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/12/26 14:52:00,No Data,No Data,District: Southwest
2017,Raleigh,Miscellaneous,Miscellaneous/Suicide,0.0,0.0,2017/05/19 15:32:00,No Data,No Data,District: Downtown
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/10/09 07:42:00,No Data,No Data,District: Northeast
2016,Raleigh,Miscellaneous,Miscellaneous/Deceased Person,0.0,0.0,2016/10/12 23:40:00,No Data,No Data,District: Northeast
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/02/26 23:07:00,No Data,No Data,District: Northeast
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/06/08 13:05:00,No Data,No Data,District: Northeast
2016,Raleigh,Miscellaneous,Miscellaneous/Suicide,0.0,0.0,2016/02/16 14:52:00,No Data,No Data,District: Southwest
2015,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2015/05/01 18:27:00,No Data,No Data,District: Downtown
2015,Raleigh,Sexual Offenses,Sex Offense/All Other,0.0,0.0,2015/11/02 15:37:00,No Data,No Data,District: Downtown
2016,Raleigh,Miscellaneous,Miscellaneous/Deceased Person,0.0,0.0,2016/11/24 18:16:00,No Data,No Data,District: Southeast
2015,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2015/06/16 20:29:00,No Data,No Data,District: North
2015,Raleigh,Sexual Offenses,Sex Offense/Forcible Rape,0.0,0.0,2015/10/17 18:00:00,No Data,No Data,District: Northeast
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/05/18 01:53:00,No Data,No Data,District: North
2016,Raleigh,Miscellaneous,Miscellaneous/Deceased Person,0.0,0.0,2016/04/28 19:36:00,No Data,No Data,District: Southeast
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/10/29 21:41:00,No Data,No Data,District: Northeast
2015,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2015/04/05 09:35:00,No Data,No Data,District: Downtown
2017,Raleigh,Miscellaneous,Miscellaneous/Found Property,0.0,0.0,2017/08/26 12:10:00,No Data,No Data,District: Southwest
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/01/18 19:56:00,No Data,No Data,District: Northeast
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/04/07 03:45:00,No Data,No Data,District: North
2017,Raleigh,Miscellaneous,Miscellaneous/Lost Property,0.0,0.0,2017/05/03 12:34:00,No Data,No Data,District: Northeast
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/08/22 16:35:00,No Data,No Data,District: Southeast
2015,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2015/02/16 15:02:00,No Data,No Data,District: Downtown
2018,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2018/01/10 13:36:00,No Data,No Data,District: North
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/06/07 12:25:00,No Data,No Data,District: Northeast
2016,Raleigh,Miscellaneous,Miscellaneous/Mental Commitment,0.0,0.0,2016/07/18 03:36:00,No Data,No Data,District: Northwest
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/07/01 14:19:00,No Data,No Data,District: North
2015,Raleigh,Miscellaneous,Miscellaneous/Found Property,0.0,0.0,2015/12/18 18:20:00,No Data,No Data,District: Downtown
2016,Raleigh,Miscellaneous,Miscellaneous/Found Property,0.0,0.0,2016/07/30 23:08:00,No Data,No Data,District: Downtown
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/09/11 21:43:00,No Data,No Data,District: Southeast
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/08/17 21:32:00,No Data,No Data,District: Southwest
2017,Raleigh,Miscellaneous,Miscellaneous/Found Property,0.0,0.0,2017/08/31 17:58:00,No Data,No Data,District: Downtown
2016,Raleigh,Miscellaneous,Miscellaneous/Mental Commitment,0.0,0.0,2016/09/26 00:30:00,No Data,No Data,District: Northeast
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/12/19 22:20:00,No Data,No Data,District: Southwest
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/07/17 12:57:00,No Data,No Data,District: North
2016,Raleigh,Miscellaneous,Miscellaneous/Found Property,0.0,0.0,2016/02/29 17:28:00,No Data,No Data,District: Northeast
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/12/18 07:40:00,No Data,No Data,District: Downtown
2015,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2015/04/19 13:58:00,No Data,No Data,District: North
2017,Raleigh,Miscellaneous,Miscellaneous/Found Property,0.0,0.0,2017/10/14 12:18:00,No Data,No Data,District: Downtown
2015,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2015/06/11 17:05:00,No Data,No Data,District: North
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/09/15 23:14:00,No Data,No Data,District: Southeast
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/10/15 08:18:00,No Data,No Data,District: Southeast
2015,Raleigh,Miscellaneous,Miscellaneous/Mental Commitment,0.0,0.0,2015/03/21 15:15:00,No Data,No Data,District: North
2016,Raleigh,Miscellaneous,Miscellaneous/Found Property,0.0,0.0,2016/08/05 20:33:00,No Data,No Data,District: Downtown
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/08/29 20:55:00,No Data,No Data,District: Southwest
2015,Raleigh,Miscellaneous,Miscellaneous/Mental Commitment,0.0,0.0,2015/12/02 12:36:00,No Data,No Data,District: Northeast
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/04/30 23:51:00,No Data,No Data,District: Southeast
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/11/10 15:48:00,No Data,No Data,District: Downtown
2016,Raleigh,Miscellaneous,Miscellaneous/Deceased Person,0.0,0.0,2016/07/03 03:56:00,No Data,No Data,District: North
2018,Raleigh,Miscellaneous,Miscellaneous/Mental Commitment,0.0,0.0,2018/02/17 02:42:00,No Data,No Data,District: Southeast
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/08/12 15:15:00,No Data,No Data,District: Northeast
2017,Raleigh,Miscellaneous,Miscellaneous/Lost Property,0.0,0.0,2017/07/15 22:35:00,No Data,No Data,District: North
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/04/08 21:08:00,No Data,No Data,District: Southeast
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/09/19 15:41:00,No Data,No Data,District: Southeast
2017,Raleigh,Miscellaneous,Miscellaneous/Mental Commitment,0.0,0.0,2017/03/30 18:43:00,No Data,No Data,District: North
2017,Raleigh,Miscellaneous,Miscellaneous/Mental Commitment,0.0,0.0,2017/05/26 19:14:00,No Data,No Data,District: Northwest
2017,Raleigh,Miscellaneous,Miscellaneous/Overdose,0.0,0.0,2017/07/23 18:23:00,No Data,No Data,District: Northwest
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/08/23 18:13:00,No Data,No Data,District: Downtown
2016,Raleigh,Miscellaneous,Miscellaneous/Lost Property,0.0,0.0,2016/05/09 15:25:00,No Data,No Data,District: Northeast
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/08/27 02:31:00,No Data,No Data,District: Southwest
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/11/18 21:14:00,No Data,No Data,District: Downtown
2017,Raleigh,Miscellaneous,Miscellaneous/Mental Commitment,0.0,0.0,2017/05/20 00:50:00,No Data,No Data,District: Northwest
2017,Raleigh,Miscellaneous,Miscellaneous/Lost Property,0.0,0.0,2017/12/19 16:19:00,No Data,No Data,District: Northeast
2015,Raleigh,Sexual Offenses,Sex Offense/Forcible Rape,0.0,0.0,2015/05/07 19:55:00,No Data,No Data,District: Southeast
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/03/11 14:23:00,No Data,No Data,District: Northeast
2015,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2015/02/23 14:12:00,No Data,No Data,District: North
2017,Raleigh,Miscellaneous,Miscellaneous/Overdose,0.0,0.0,2017/10/26 10:37:00,No Data,No Data,District: North
2015,Raleigh,Miscellaneous,Miscellaneous/Found Property,0.0,0.0,2015/02/23 18:10:00,No Data,No Data,District: Northeast
2015,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2015/11/05 12:38:00,No Data,No Data,District: Northeast
2015,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2015/07/14 05:54:00,No Data,No Data,District: Southeast
2015,Raleigh,Sexual Offenses,Sex Offense/Peeping Tom,35.77848,-78.61335,2015/10/14 05:08:00,No Data,"200 BLOCK  LIGHTNER LN, Southeast, Raleigh",District: Southeast
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/04/12 14:47:00,No Data,No Data,District: Northeast
2015,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2015/02/16 05:09:00,No Data,No Data,District: Northwest
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/04/26 23:59:00,No Data,No Data,District: Northeast
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/06/08 01:45:00,No Data,No Data,District: Southeast
2016,Raleigh,Miscellaneous,Miscellaneous/Lost Property,0.0,0.0,2016/06/13 20:10:00,No Data,No Data,District: Northwest
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/06/23 05:05:00,No Data,No Data,District: North
2017,Raleigh,Miscellaneous,Miscellaneous/Deceased Person,0.0,0.0,2017/10/16 23:00:00,No Data,No Data,District: Southwest
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/07/22 01:02:00,No Data,No Data,District: Southwest
2015,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2015/08/14 20:25:00,No Data,No Data,District: Southeast
2016,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2016/08/01 01:22:00,No Data,No Data,District: North
2016,Raleigh,Miscellaneous,Miscellaneous/Mental Commitment,0.0,0.0,2016/04/24 01:35:00,No Data,No Data,District: Northwest
2015,Raleigh,Miscellaneous,Miscellaneous/Lost Property,0.0,0.0,2015/09/03 15:18:00,No Data,No Data,District: Downtown
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/05/11 13:41:00,No Data,No Data,District: Northeast
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/07/14 12:25:00,No Data,No Data,District: Downtown
2016,Raleigh,Miscellaneous,Miscellaneous/Lost Property,0.0,0.0,2016/01/02 22:23:00,No Data,No Data,District: North
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/04/06 02:53:00,No Data,No Data,District: North
2017,Raleigh,Miscellaneous,Miscellaneous/All Other Non-Offenses,0.0,0.0,2017/10/23 20:43:00,No Data,No Data,District: Northwest
